cam_id,cam_name,frame_id,global_ts,detection_x,detection_y,velocity_x,velocity_y
0,iphone6,1.0,0.0333666666333,529.10507389,308.51,17.42543168575923,16.56914507151464
0,iphone6,2.0,0.0667333332666,529.68650246,309.06285714,-11.688311699999591,2.8685601427283833
0,iphone6,3.0,0.1000999998999,529.29650246,309.15857143,10.575139371213814,40.545169071514984
0,iphone6,4.0,0.1334666665332,529.64935961,310.51142857,-44.22720154272997,18.281718299998712
0,iphone6,5.0,0.16683333316649998,528.17364532,311.12142857,15.712858457270043,9.718852756972629
0,iphone6,6.0,0.2001999997998,528.69793103,311.44571429,-39.08948185726925,14.856571843028874
0,iphone6,7.0,0.23356666643309998,527.39364532,311.94142857,20.850578142727354,45.68288875697057
0,iphone6,8.0,0.2669333330664,528.08935961,313.46571429,-37.376908928483985,-9.11945215697147
0,iphone6,9.0,0.3002999996997,526.84221675,313.16142857,-15.113458156971152,16.569145071514658
0,iphone6,10.0,0.33366666633299996,526.33793103,313.71428571,10.57513937121381,38.83259614272803
0,iphone6,11.0,0.3670333329663,526.69078818,315.01,-47.65234770000094,-21.107463857270247
0,iphone6,12.0,0.4003999995996,525.10078818,314.30571429,-8.263165542728585,28.557157071513945
0,iphone6,13.0,0.4337666662329,524.82507389,315.25857143,-16.826031085756387,35.407449685756546
0,iphone6,14.0,0.46713333286619996,524.26364532,316.44,15.712858457270043,33.694876457270716
0,iphone6,15.0,0.5004999994995,524.78793103,317.56428571,-13.40088462878482,26.844584142728714
0,iphone6,16.0,0.5338666661328,524.34078818,318.46,-3.1254461569718126,11.43142568575786
0,iphone6,17.0,0.5672333327661,524.23650246,318.84142857,-8.263165243028046,28.557157071513945
0,iphone6,18.0,0.6005999993994,523.96078818,319.79428571,-11.688311699999586,6.293706299999385
0,iphone6,19.0,0.6339666660327,523.57078818,320.00428571,-14.330989225120302,-9.960974935034425
0,iphone6,20.0,0.6673333326659999,523.09261084,319.67192118,22.563151071512586,40.545169371213795
0,iphone6,21.0,0.7006999992992999,523.84546798,321.02477833,-3.125445857271275,38.83259584302749
0,iphone6,22.0,0.7340666659326,523.74118227,322.32049261,-8.263165542728585,-0.5565863142414541
0,iphone6,23.0,0.7674333325659,523.46546798,322.30192118,10.575139071516679,2.868560142728382
0,iphone6,24.0,0.8007999991992,523.81832512,322.39763547,-13.400884628788226,26.844583843028175
0,iphone6,25.0,0.8341666658325,523.37118227,323.29334975,17.42543168575922,28.557157371214483
0,iphone6,26.0,0.8675333324658,523.95261084,324.2462069,-37.37690892848739,14.856571843028862
